ID_Dia,ID_Región,Casos_Nuevos
14,16,1
14,16,1
14,16,1
14,16,1
14,16,1
14,16,1
14,16,1
14,8,1
14,9,1
14,14,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,RM,1
15,16,1
15,16,1
15,16,1
15,16,1
15,16,1
15,16,1
15,16,1
15,16,1
15,16,1
15,16,1
15,16,1
15,16,1
15,16,1
15,16,1
15,12,1
15,12,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,RM,1
16,7,1
16,7,1
16,8,1
16,8,1
16,8,1
16,9,1
16,9,1
16,9,1
16,10,1
16,10,1
16,10,1
16,10,1
16,10,1
16,10,1
16,10,1
17,15,1
17,4,1
17,4,1
17,5,1
17,5,1
17,5,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,RM,1
17,6,1
17,6,1
17,7,1
17,7,1
17,7,1
17,16,1
17,16,1
17,8,1
17,8,1
17,8,1
17,8,1
17,8,1
17,8,1
17,8,1
17,9,1
17,9,1
17,9,1
17,10,1
17,10,1
17,10,1
17,10,1
17,10,1
17,10,1
17,10,1
17,10,1
18,2,1
18,2,1
18,2,1
18,2,1
18,4,1
18,5,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,RM,1
18,6,1
18,6,1
18,6,1
18,6,1
18,16,1
18,16,1
18,16,1
18,16,1
18,16,1
18,16,1
18,16,1
18,16,1
18,16,1
18,16,1
18,16,1
18,16,1
18,16,1
18,16,1
18,16,1
18,16,1
18,8,1
18,8,1
18,8,1
18,8,1
18,8,1
18,9,1
18,9,1
18,10,1
18,10,1
19,2,1
19,2,1
19,2,1
19,2,1
19,5,1
19,5,1
19,5,1
19,5,1
19,5,1
19,5,1
19,5,1
19,5,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,RM,1
19,6,1
19,7,1
19,16,1
19,16,1
19,16,1
19,16,1
19,16,1
19,16,1
19,16,1
19,16,1
19,16,1
19,16,1
19,16,1
19,16,1
19,16,1
19,16,1
19,8,1
19,8,1
19,8,1
19,8,1
19,8,1
19,8,1
19,8,1
19,8,1
19,8,1
19,8,1
19,8,1
19,9,1
19,9,1
19,9,1
19,9,1
19,9,1
19,9,1
19,10,1
19,10,1
19,12,1
20,15,1
20,2,1
20,4,1
20,4,1
20,5,1
20,5,1
20,5,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,RM,1
20,6,1
20,7,1
20,7,1
20,7,1
20,7,1
20,7,1
20,7,1
20,7,1
20,7,1
20,7,1
20,7,1
20,16,1
20,16,1
20,16,1
20,16,1
20,16,1
20,16,1
20,8,1
20,8,1
20,8,1
20,8,1
20,8,1
20,9,1
20,9,1
20,9,1
20,9,1
20,9,1
20,9,1
20,9,1
20,9,1
20,9,1
20,9,1
20,9,1
20,9,1
20,10,1
20,10,1
20,10,1
20,12,1
21,1,1
21,4,1
21,5,1
21,5,1
21,5,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,RM,1
21,7,1
21,7,1
21,7,1
21,16,1
21,16,1
21,16,1
21,16,1
21,16,1
21,16,1
21,16,1
21,16,1
21,16,1
21,16,1
21,16,1
21,16,1
21,16,1
21,16,1
21,16,1
21,16,1
21,16,1
21,8,1
21,8,1
21,8,1
21,8,1
21,8,1
21,8,1
21,8,1
21,8,1
21,8,1
21,8,1
21,8,1
21,9,1
21,9,1
21,9,1
21,9,1
21,9,1
21,9,1
21,9,1
21,9,1
21,9,1
21,9,1
21,9,1
21,9,1
21,9,1
21,14,1
21,14,1
21,14,1
21,10,1
21,10,1
21,10,1
21,10,1
21,10,1
21,10,1
21,10,1
21,10,1
21,10,1
21,10,1
21,12,1
21,12,1
22,1,1
22,1,1
22,1,1
22,2,1
22,2,1
22,4,1
22,4,1
22,4,1
22,4,1
22,4,1
22,5,1
22,5,1
22,5,1
22,5,1
22,5,1
22,5,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,RM,1
22,6,1
22,7,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,16,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,8,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,9,1
22,14,1
22,14,1
22,10,1
22,10,1
22,10,1
22,12,1
22,12,1
23,2,1
23,2,1
23,2,1
23,2,1
23,2,1
23,2,1
23,4,1
23,5,1
23,5,1
23,5,1
23,5,1
23,5,1
23,5,1
23,5,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,RM,1
23,6,1
23,6,1
23,7,1
23,16,1
23,16,1
23,16,1
23,16,1
23,16,1
23,16,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,8,1
23,9,1
23,9,1
23,9,1
23,9,1
23,9,1
23,9,1
23,9,1
23,9,1
23,9,1
23,9,1
23,9,1
23,9,1
23,9,1
23,9,1
23,9,1
23,14,1
23,14,1
23,14,1
23,14,1
23,14,1
23,10,1
23,10,1
23,10,1
23,10,1
23,10,1
23,10,1
23,10,1
23,10,1
23,12,1
23,12,1
23,12,1
23,12,1
23,12,1
24,15,1
24,1,1
24,2,1
24,4,1
24,5,1
24,5,1
24,5,1
24,5,1
24,5,1
24,5,1
24,5,1
24,5,1
24,5,1
24,5,1
24,5,1
24,5,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,RM,1
24,6,1
24,6,1
24,6,1
24,7,1
24,16,1
24,16,1
24,16,1
24,8,1
24,8,1
24,8,1
24,8,1
24,8,1
24,8,1
24,8,1
24,8,1
24,8,1
24,8,1
24,8,1
24,8,1
24,8,1
24,8,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,9,1
24,14,1
24,14,1
24,14,1
24,10,1
24,10,1
24,10,1
24,10,1
24,10,1
24,10,1
24,10,1
24,10,1
24,10,1
24,10,1
24,10,1
24,10,1
24,10,1
24,10,1
24,10,1
24,10,1
24,11,1
24,12,1
24,12,1
24,12,1
24,12,1
24,12,1
24,12,1
25,2,1
25,4,1
25,5,1
25,5,1
25,5,1
25,5,1
25,5,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,RM,1
25,6,1
25,6,1
25,7,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,16,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,8,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,9,1
25,14,1
25,14,1
25,14,1
25,14,1
25,14,1
25,14,1
25,14,1
25,14,1
25,10,1
25,10,1
25,10,1
25,12,1
25,12,1
25,12,1
26,2,1
26,2,1
26,2,1
26,2,1
26,4,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,5,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,RM,1
26,6,1
26,6,1
26,6,1
26,6,1
26,7,1
26,7,1
26,7,1
26,7,1
26,7,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,16,1
26,8,1
26,8,1
26,8,1
26,8,1
26,8,1
26,8,1
26,8,1
26,8,1
26,8,1
26,8,1
26,8,1
26,8,1
26,8,1
26,8,1
26,8,1
26,8,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,9,1
26,14,1
26,14,1
26,14,1
26,14,1
26,14,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,10,1
26,12,1
26,12,1
26,12,1
26,12,1
27,15,1
27,1,1
27,2,1
27,2,1
27,3,1
27,4,1
27,4,1
27,4,1
27,5,1
27,5,1
27,5,1
27,5,1
27,5,1
27,5,1
27,5,1
27,5,1
27,5,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,RM,1
27,6,1
27,7,1
27,7,1
27,7,1
27,7,1
27,7,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,16,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,8,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,9,1
27,14,1
27,14,1
27,14,1
27,14,1
27,14,1
27,14,1
27,14,1
27,14,1
27,14,1
27,14,1
27,14,1
27,14,1
27,14,1
27,10,1
27,10,1
27,10,1
27,10,1
27,10,1
27,10,1
27,10,1
27,10,1
27,10,1
27,10,1
27,10,1
27,12,1
27,12,1
27,12,1
27,12,1
27,12,1
